,text,target,label
3211,sooo . . . if joe biden just happens to become president who are the people that are going to be running the country and what is their agenda ? joe has a hard time putting a full sentence together let alone make decisions .,joe biden,0
3212,keep up the fight eugene ! Instant Message praying for you to beat this cancer . what a wonderful memory you now have of joe biden . he truly cares .,joe biden,1
3213,biden would lose the general election . even his supporters see him as a lesser evil .,joe biden,0
3214,biden the coward needs to stop lying you did nothing to stop the war on cops and obama helped iran and obstructed justice to save hillary hired racist sharpton and you never said a word coward you are far from a leader too faced . . . . . . . . . .,joe biden,0
3215,what a great friendship you both have with each other . many members of congress could learn a thing or two ! ! ! ! joe for president ! ! ! ! ! ! ! !,joe biden,1
3216,if you want proof the the democrats are dishonest just ponder this they are trying to convince everybody joe biden is the best man for the job when everybody knows he is barely able to function . . .,joe biden,0
3217,"please you go get some sleep , joe biden ! you need some rest . you are napping during democratic debate !",joe biden,0
3218,got to meet joe biden this weekend when he ran me over with his skateboard,joe biden,0
3219,"individual 1 sounds scared of a biden presidency , because he knows biden is the only one with a real chance of defeating him .",joe biden,1
3220,any pundits or news corps saying biden had a good debate are spreading propaganda . he floundered hard like he has ever since his campaign begun dem debate democratic debate,joe biden,0
3221,fun fact joe biden is a shitty centrist that legislates for and makes excuses for elitist politics . we can do better . forward progressive policies,joe biden,0
3222,"dem started a war in middle east for professional eu forces . big energy money = biden , clinton , usual suspects . usa biden eu",joe biden,0
3223,i am so sick of the democrats as well as millions . who paid bolton . the biden five are guilty . i guess the government does t investigate some .,joe biden,0
3224,"all the disgusting things uncle joe has said , along with groping everyone within reach . another 2020 dem s winner .",joe biden,0
3225,tag 3 people ! what a blind spot joe biden you cant make this stuff up ! lets talk about it on the vicki show vicki dill ard,joe biden,0
3226,america land of the rich and famous . the rest of us go begging . sick and tired joe biden joe biden,joe biden,0
3227,biden i am the only one who is done x . i am also the only one who is done why . rinse repeat . dem debate democratic debate,joe biden,0
3228,his baby daddy momma better have a damn good lawyer and get 1 Stop That in line . seems there will be far more than a pound of flesh up for grabs . what a loser . its all malarkey biden what sup with roaches,joe biden,0
3229,biden gay politics twitter biden puts foot in mouth with gay waiter comment at pride weekend fundraiser,joe biden,0
3230,yeah joe biden lets put signs up at schools saying they are a gun free zones and make them open targets duh genius,joe biden,0
3231,look out nancy pelosi but alexandria o casio cortez called you a racist yourself ! can you believe it ? wow the whole racism charge is really flying around these days . won t be long until we learn joe biden is literally hitler .,joe biden,0
3232,former vice president joe biden gave a very touching eulogy to his friend sen john mccain there was once a time in american politics when partisanship was possible and leaders served for the people instead themselves . this can happen again ! mccain funeral rip john mccain f br,joe biden,1
3233,might as well start telling people why we have gun free zones in schools . old joe biden . another joe biden mistake . joe biden,joe biden,0
3234,joe biden s crime bill still has innocent people in prison . his vp choice is famous for locking up innocent people too .,joe biden,0
3235,republicans should cease attempts at trying to condone the deplorable actions of the president of us and start speaking out against it . joe biden will restore dignity to the country and will make sure hate has no safe harbor .,joe biden,1
3236,have you seen this new morning consult politico poll showing sloppy joe biden beating me 42 to 34 if the 2020 election were held ? ? fake news poll . everybody knows that more democrats are up in the morning . they all have to go off to work to pay for my tax cuts to the rich !,joe biden,1
3237,if you denial of normal t acknowledge she is right and then detail how you have changed and now fully embrace progressives then you reply toast . joe biden,joe biden,1
3238,"biden come on have we come to this how talks , former stutterer really eugene robinson take a listen to how you talk , starts , stops often . , the debate is getting a bit ridiculous",joe biden,1
3239,"thank you uncle joe , sending out prayers and support to jussie justice for jussi e",joe biden,1
3240,"if you are a Piece of crap , a woman , or anyone else from the margins and you think that supporting joe biden and vote blue no matter who is going to bring the change our nation needs , please read this operator ed i published last week . all the people",joe biden,0
3241,listen to uncle joe biden ! stacey abrams is going to make an amazing governor .,joe biden,1
3242,"who will biden look out for ? when i have a fever & dry cough , no health insurance , and i go to work in order to pay rent . . . are you concerned about me possibly spreading covid ? it appears you don since youre dead set against medicare for all youre only looking out for insurers",joe biden,0
3243,i mean look what they did to joe biden potential campaign . . it was sabotaged before it ever started,joe biden,1
3244,msnbc joe biden did great lawrence odon ell you make mistakes all the time probably every damned night brian williams too leave joe biden alone we don need you all to interpret that moment . it was desperate look for kamala and corey against uncle joe we love joe dont mess wit joe,joe biden,1
3245,"any klobuchar demonstrates she can do the most popular dance in suburban minneapolis , the karen get down . i now hope she is bidens vp pick just to see what the internet does to this video . election 2020 a myk lob u char karen s",joe biden,1
3246,did joe biden just close his statement by raising the question of authenticity as a veiledand undeniably sexistattack on warren ?,joe biden,0
3247,oh hell no ! we are not obligated ! this is pandering 101 & people need to wake up ! joe biden claims you . is . obligation to give illegal aliens free health care,joe biden,0
3248,these past 48 hours have completely changed the landscape of this race . cant understate the 180 biden has pulled with big sc win and major dominos falling on the path to coalescing moderate dem s,joe biden,1
3249,a welcome message for this audience from joe biden the you . is . government should be doubling or tripling down on investing in scientific research at this time . a a as mt g,joe biden,1
3250,"joe biden mr . biden , this is exactly what we need , and it is the opposite of what we have . for the sake of our country , i hope we find a leader like that . any chance you would run ? asking for a friend .",joe biden,1
3251,this is one among many proclamations by biden that demonstrate his incompetence and untruthfulness biden,joe biden,1
3252,newt gingrich on fox praising pelosi and biden on policy . that is all you need to know . centrists pelosi biden,joe biden,1
3253,joe biden introduced the 1990 bill making schools a gun free zone . hopefully any presidential bid is as successful as this bill has been at preventing school shootings .,joe biden,1
3254,"corpmedia mouthpieces keep pondering if joe biden is going to run for president , but just curious does anyone really care ? it seems more like corp . media does t want we the people getting too uppity thinking govt . should promote the general welfare over the welfare of the 1",joe biden,0
3255,biden is creepy i want the me too stories on him to come out,joe biden,0
3256,Instant Message guessing they are close after explaining that biden did nothing wrong for a good chunk of time this afternoon .,joe biden,0
3257,. joe biden with inspiring words about his friendship with sen john mccain that transcended politics . my name is joe biden . i am a democrat . and i love john mccain . vp biden adding all politics is personal and it is all about trust . a men,joe biden,1
3258,remember when biden said if hes elected he will raise taxes and stop tax cuts ! why ? because he is a socialist and believes that he knows better than you how to spend your money ! the stupid audience actually cheered ! imbeciles every dem candidate is a socialist ! every one,joe biden,0
3259,"joe biden america has moved forward and , will continue to move forward professional god , professional family , professional usa / israel , professional capitalism , anti invasion .",joe biden,0
3260,joe biden can t form an independent thought . he needs a teleprompter to say hello . poor man .,joe biden,0
3261,"joe biden didnt you spend last 30 years pandering to women ? don you support women ? well then , we should vote nixon to support women correct ? ! cant back track now , Instant Message voting nixon",joe biden,0
3262,"joe biden thanking the jesuits and the nuns , expressing himself being a true practicing catholic mkt 343 m lk 50 hau b school",joe biden,1
3263,billy joel is 1 taller than nadler . . it is best to smack him down from get go in wrestling technique . . save mma for prepared adversary . . save ammo . . . denial of normal t listen to mandy . . listen to joe handsie biden their bestobest is bob . . willy was throb kamel a pick sweet pete 1 Stop That,joe biden,0
3264,"hey bloomberg , hey dnc , when are you going to fund some ads showing the orange for what he is ? this is exactly the right time . biden",joe biden,1
3265,"hardball chris what the heck ? ? chris , the reason biden might have beaten djt is that he is a man . understand there are far too many voters who would never vote for a woman . hillary clinton & amp joe biden stand for the same policies .",joe biden,1
3266,rt in km use rt brie brie joy is biden implying that latinos arent essential to the party ? not a good sign for the general . dem debate,joe biden,0
3267,lets be clear if joe biden wants to win over progressives he needs more progressive ideas medicare for all green new deal,joe biden,0
3268,"joe biden says he will triple federal spending on low income schools from $ 16 billion to $ 48 billion . he wants teachers to get a raise , thinks that ap classes should be available at all schools , and that 3 for year old should get access to pre ok . what do you think ? joe biden",joe biden,1
3269,scar amu cci please get behind joe walshs campaign . only with your support can he win ! 2020 elections,joe biden,1
3270,"did you watch the video i linked ? they literally showed the clip were joe biden said . . . so social security and medicare can stay they still need adjustments , but they can stay what exactly do you think that means . sure theyll still exist theyll just be cut to the bone .",joe biden,0
3271,clobbered . . . as with malarkey joe biden wins best word of the night again ! ! cnn debate democratic debate dem debate dem debate so white,joe biden,1
3272,"in other words , the biden team is humoring aoc to her face and laughing into their fists behind her back .",joe biden,0
3273,vice president biden should be dropping out of the race because of sexual assault allegations . women should be believed . his own words . this is a matter of human decency . believe women dropout biden feel the bern,joe biden,0
3274,i love lisa marie boo the but on harris faulkner she said the press is disinterested in joe biden is ukraine corruption which means impartial she meant to say uninterested & amp in the words of warren beattys mugsy uninterested means uninterested !,joe biden,0
3275,okay joe biden . . . time to declare that you reply running before this situation looks like something out of the twilight zone . we need you now .,joe biden,1
3276,"i have enjoyed every single day of it . the good ones and the bad ones . john mccain on his life of service mccain is pictured with joe biden and jim gardner , enjoying a moment during an interview right before last year is liberty medal ceremony in philadelphia .",joe biden,1
3277,biden can do or say whatever he wants . he is part of the club .,joe biden,0
3278,"when biden gets confused at the end of one of his word salad sentences , he says well , i have more to say but Instant Message more polite than the others up here , so ill stop . democratic debate dem debate",joe biden,0
3279,so what is the latest about kamala harris great grandmother owning slaves ? her father writes that she did ! look it up . wikipedia does occasionally list some amazing facts . what do you say joe biden ? who can call who the racist now ?,joe biden,0
3280,some big i a caucus news to read over your morning cup of coffee . . . the vilsacks are on biden,joe biden,1
3281,its humorous how biden thinks women aren t smart enough to vote for the most qualified candidates . he believes we will vote for him just so a female might be vice president . wrong ! !,joe biden,0
3282,Instant Message riding with joe biden because all these elected dem s cant figure out how to take on the republicans and now theyre acting all tough towards biden spineless dem s,joe biden,1
3283,mike bloomberg and joe biden need to join forces now . dem need to win . election 2020 democratic party democrat election committee,joe biden,1
3284,the duopoly is what is prevented us from having ranked choice voting for over 100 years . stop blaming the victims when the crimes of the perps backfire . dem are 90 medicare for all and & get 80 green new deal and we get fookin joe biden ?,joe biden,0
3285,"i am sure you will make sure it works for your crack addicted china made to look bad son . . . . right sleepy joe ? like it worked for the corrupt the democrats , clinton cabal , & amp dnc as all of you profited off the managed decline of america and sold it out to china ?",joe biden,0
3286,biden says he wont be part of witness deal some democrats reportedly eyeing biden,joe biden,0
3287,obviously joe biden is a pedophile . shudder to think the consequences if a pervert like him becomes pot us . god forbid .,joe biden,0
3288,"as red states , one after another , become consumed by the pandemicand they will , because they did not heed the early warningsthe political calculus may change . its up to democrats to make sure it does . biden s candidacy no longer makes sense in this context .",joe biden,0
3289,"because biden is a kind , genuine human being , who would not take any of the shit the current congress is spewing .",joe biden,1
3290,oh my God please have them join forces before the primary voting starts so they can beat biden . the greatest gift to the republican party will be for the dem to fully adopt a socialist mindset . please take every step you can to make this happen,joe biden,0
3291,democrats are not talking about the crimes of former vp joe biden & amp are not saying these crimes must be investigated & amp they occurred with ukraine govt . therefore new ukraine pres . must be asked to help . evidence in ukraine .,joe biden,0
3292,the delusion rambling of creepy joe biden ! a sinister montage of gaffes and . . . joe biden,joe biden,0
3293,8 reasons why barack obama and joe biden need a brothers trip to canada via urban guides ca urban guides ca,joe biden,1
3294,a gbe cer ra jerry brown gov state barca joe biden sen feinstein maddow fbi cia regarding 1982 premeditated murder of stevie nicks . suspected gop & amp irving az off operation for nixon to destroy dnc & amp counterculture using murderess suspect ssfakestevie to murder & amp steal wealth .,joe biden,1
3295,joe biden is done . he is a piece of corrupt garbage that not even his own party shows support for anymore . he needs to move on .,joe biden,0
3296,"so answer me this , creepy joe since your entire party views us as racist , homophobic , xenophobic , misogynistic deplorables , you think that 33 to 49 million of us are not very good people and a potential vp pick of yours says we belong in the trash heap of history , why vote for you ?",joe biden,0
3297,you can t build a wall high enough to keep the virus out joe biden,joe biden,1
3298,joe biden said he was calling for action in january and february to take the virus seriously . he was campaigning . he also said it was racists to close off travel to china . i wish he would just stop the doom and gloom and focus on answers in forms of policy .,joe biden,1
3299,joe biden was a great vp . . . but not good enough to become president now . . . sorry . . . no more white men in the whitehouse,joe biden,0
3300,"what did happen is the bidens broke the law , you don get the money until you get rid of that prosecutor yeah biden said that the juan williams guess you have no problem with that fox news should fired your ass",joe biden,0
3301,am not yang gang 2020 at all but truly our country needs someone who is aspirational rather than traditional like julian castro who cares if you caught joe biden in a senior moment ? this is not kindergarten . election 2020 democratic debate,joe biden,1
3302,"here is an entire list of young girls , joe biden has put his hands on ! the older women uncomfortable the young girls even more uncomfortable",joe biden,0
3303,"and a cabinet and administration that looks like america . this means diversity including 50 women nominated , appointed and hired in a joe biden administration . it is about time . which candidate will take our gender equity pledge next ? dem debate dem debate 2020 democratic debate",joe biden,1
3304,"both candidates just said they will select a woman for their vp . joe is answer was confirmed with a follow up question by moderator . warren ? harris ? gillibrand ? klobuchar ? in any case , this is huge . democratic debate",joe biden,1
3305,"i remember when somebody said how rudy guiliani sentences we reply all a noun , a verb and 9 / 11 . seems like biden sentences are all a noun , a verb and obama . coat tails no joe",joe biden,0
3306,"agree with your diagnosis and , from all appearances , no one cares . imo that is because they know he would be unable to complete a single term in office . that means a vote for biden is truly a vote for whatever female , whether god or science made , he chooses . roll the dice",joe biden,0
3307,joe biden there is no ban on guns . no ones taking my shotgun . you,joe biden,0
3308,"we miss you , uncle joe ! i can t figure out why there isn t more of a fight !",joe biden,1
3309,"they never do have what it takes . but sometimes they win anyway . i denial of normal t think he meant slight of hand . i think he was trying to be hopey changey like obama , but that is really not biden is style . after all it was his first campaign speech and he was trying to talk big picture .",joe biden,0
3310,biden brings the worst out of his opposition . he just makes this too easy with all his silly actions . the creepiness around women of any age .,joe biden,0
3311,so let me get this cleared up the president cannot ask for assistance to investigate joe biden for firing an official or for the dnc computers but is demanding the president to be impeached ? wheres abc news and their investigation journalists ?,joe biden,0
3312,joe biden should not patronize the rest of the world by calling for countries to be held to account over climate change . usa is lagging europe and contributes a lot of co too per head . democratic debate,joe biden,0
3313,for the first time i am going to strongly disagree with you joe . you should put as much distance as possible between yourself and tulsigabbard .,joe biden,1
3314,"big surprise huh ? entitled , cokehead , disgraced service record , and soon to be charged with stealing money from the ukraine people via burisma bod position how proud joe biden new grandfather must be not to mention democrat party dnc",joe biden,0
3315,i don even understand what the debate is . Instant Message voting for the person who hasnt let 89 ok people die on their watch . with gusto ! biden,joe biden,1
3316,i want the whistleblower and adam schiff front and center to testify . also joe biden,joe biden,0
3317,". joe biden denounces prostitution of second amendment & get $ 1 . 5 billion chinese investment to son & amp friend & long time & get pawing any young child in sight , sounds closer to it & long time & get dem bulb p are oh is t i t you t i oh and & long time",joe biden,0
3318,"tell it , joe biden ! this is the kind of raw campaign the democrats should run . contribute to so they can run this every day through nov . 3 ! joe biden 2020 , vote blue 2020",joe biden,1
3319,"while ubi is great the problem is a lack of democracy . people would choose ubi as it is in their interest , a few millionaires like biden say no , you can t have it ! because there is no democracy the joe biden is always win , not only with ubi but with also with wars nobody wants",joe biden,0
3320,biden winning in states he never campaigned in proves that people are more likely to vote for him if they never saw his dimentia in real life . feel the bern,joe biden,0
3321,"der show itz statutory interpretation arguments speak for themselves in this regard . presidents have often withheld aid for various reasons . . . for example , read joe biden is comments on withholding aid from ukraine until a single prosecutor was removed from office . who benefited ?",joe biden,0
3322,vote blue no matter who sorry . i just think biden is not progressive enough to save this country / planet . not hating .,joe biden,0
3323,"going out on a limb , they should hold joe accountable but their aiding and abetting instead .",joe biden,1
3324,joe biden is a status quo candidaye who will do very little for the working class . i am very disappointed because i thought you were for the working person . feel the bern,joe biden,0
3325,would t you love to just ask all the republican msnbc pundits just what is too far left after the hell we have lived through for decades ? too far left if we reply lucky moves the ball almost back to midfield . proud progressive biden,joe biden,1
3326,keep it up lying joe . dem live of the generosity of others .,joe biden,0
3327,at some point you got to ask yourself is this guy it ? ? ? ? ? apparently so . joe biden,joe biden,1
3328,joe biden you were and are as worthless as tits on a boar hog,joe biden,0
3329,democratic debate democracy now why should latinos trust you ? biden refuses to answer for millions deported under obama via youtube,joe biden,0
3330,"if we just pretend biden isn t racist anymore , he would be so electable never mind his terrible voting record , 8 accusations of inappropriate sexual contact , campaigning for anti choice gop , misogyny , and failure to get behind progressive policies the rest of the country supports .",joe biden,0
3331,hey can be to and biden just go do bro hugs for the next too years somewhere and skip the election ?,joe biden,0
3332,here i will start a chant for your next rally of 100 ish people . . . . . ready ? say no to pedo joe say no to pedo joe say no to pedo joe say no to pedo joe say no to pedo joe . . . kind of catchy right ?,joe biden,0
3333,"der ka ch biden ukraine people are still looking for a dark cat , in a dark corner , inside a dark room .",joe biden,0
3334,"joe , no one , especially women need your healing hands . you should be ashamed and apologize for your inappropriate touching .",joe biden,0
3335,dem s this is your guy ? this is the guy that you reply sticking with ? dr biden and staffers how can you allow him to continue to embarrass himself on the world stage ?,joe biden,0
3336,joe biden despite media faux reportage now the country has already spoken 3 x after millions and millions of wasted money . . . could have done some good for people in need but your big ego thinks for is the magic# . no thanks and nope wont hold my nose to vote this time no joe biden 2020,joe biden,0
3337,so much of this has been doctored . i don think Instant Message voting for joe in the primary but not because gop trash talking takes me in to anything .,joe biden,0
3338,"remember this face , its the face of the lies of the do nothing desperate dem meet your alleged so called whistleblower his name is eric ciaramella hes a registered democrat who worked in the dnc under sleepy creepy joe biden .",joe biden,0
3339,joe biden must be either extremely naive or delusional if he actually thinks the republican party will work with him if he were to be the democratic nominee and win election 2020 !,joe biden,1
3340,maybe you should let joe biden know it was t the food service staff either .,joe biden,0
3341,so joe biden wants to be the new predator . . . i mean president of the united states of americas . ks prior thanks for sharing !,joe biden,1
3342,"joe biden we already knew this , and it showed in the way you and barack obama led this country . you two put illegals above your citizens . . which is why unemployment , our safety , and our country hurt so bad under your leadership . via wash times",joe biden,0
3343,"also , as a young senator , you were being groomed , not mentored . sorry you could see the difference . joe biden",joe biden,0
3344,joe biden calls obama president my boss in another brain freeze moment when he forgot president obama is name,joe biden,0
3345,"there is already a precedent that the gop are refusing to follow , the fbi investigation on new issues . no one is entitled to a seat on the sc , and it should be for someone with impeccable ethics and judgment , kavanaugh does t have that joe biden",joe biden,1
3346,"so what ? if the prosecutor was that dirty , he didnt need joe biden intervening when it was clear conflict of interest regarding his son . plus , deepstate asked giuliani to approach ukraine . lets not forget that little detail .",joe biden,0
3347,it is okay for the left to do it . just look joe biden i mean he is on video touching women and girls . they seem to be fine with violating people is space . do as i say not as ido,joe biden,0
3348,actually if you did your research spanish flu didn t start in spain . you need to retire . go home . joe biden,joe biden,0
3349,db on gino m randy ngo dhs gov these cowards who cover their faces attack others unprovoked joe biden why has he legitimate them ?,joe biden,0
3350,so joe will invite warren to be his vp . how sad . do any of these politicos have any guts . dem debate 2020,joe biden,0
3351,can he weigh in on justin fairfax too ? we want to know where all these silent dem are on these virginia black face good ole boys and rapists in office . they sure were out front on brett kavanaugh even before there was no evidence presented . maybe joe can be the 1 Stop That to condemn .,joe biden,0
3352,"joe biden wants to restore civility to politics . ask anita hill about that . in september 1987 , he plagiarized a speech that had been made earlier that year by neil kinnock , leader of the british labor party . in 2017 he wanted to fist fight pot us . resume falsification & amp plagiarism",joe biden,0
3353,"new blue hand blue hand historically black colleges and universities and minority serving institutions play a vital role in our communities . a biden administration will invest $ 70 billion in these institutions to improve affordability , build high tech labs and facilities , and",joe biden,1
3354,"biden sucks ! he is a blue dog democrat . he has one of the most conservative records of any democrat . i am not voting for biden . you cant bully me into voting for your loser cause you think its my job to save the world . i thought it was yours , and you failed me . not me us",joe biden,0
3355,hannity 5 biden family members got rich off folks buying access to joe biden . no one spends millions for no reason . coming up next with sean hannity,joe biden,0
3356,"difficult choice . no matter who biden picks , some will be dissatisfied . i want harris but i can see warrens appeal to women though most women would be fine with harris . its the men i worry about . . . don even pretend to understand their needs .",joe biden,1
3357,"because i am bemused that lib s have such faith in democrat leaders , whatever the facts and distrust republicans , whatever the facts . let is be honest , you all love your dictators like chairman my a** off , fidel , uncle joe . was parent over looking pot a little too much for even you guys ? i am kidding you",joe biden,0
3358,"however , i want people to engage with the joe biden team joe , not just raise flags . they can take this moment to shift and mold the narrative .",joe biden,0
3359,"joe biden had surprising clarity answering questions about the climate crisis and deflecting from less important issue question , guantanamo , to middle east policy including a two state solution . democratic debate",joe biden,1
3360,who keeps taking these polls ? i denial of normal t know anyone who wants biden as our candidate ! if you aren t familiar with yang 2020 is platform yet i highly recommend giving it a look .,joe biden,0
3361,"speaker pelosi house democrats gop leader hunter biden is corrupt joe biden is corrupt & amp threatened ukraine government to withhold $ 1 b in aid , laughed about it , if they didn t fire a prosecutor . lock joe up ! pelosi no to the impeachment scandal . vacate the chair pelosi .",joe biden,0
3362,"democrat primary pool becomes more diluted with 23 contenders , as de blasio announces his bid today . methinks this benefits biden more than anyone else . 2020 white house",joe biden,1
3363,wait until they find out joe biden slept with a porn star while his wife was pregnant,joe biden,0
3364,"at his campaign launch rally joe biden said he would not attack other democrat candidates for any reason . that was about a month ago . tonight , going after cory booker .",joe biden,0
3365,"my prayers are with the cuomo brothers , their wives , and their family ! i hope the governor will run with joe biden as his vice president . it would be a good ticket . i think all of america would agree . cuomo should not let this chance pass . wake up democratic party . biden cuomo",joe biden,1
3366,dem debate is joe biden is makeup person on strike ? someone is really leaning into obama calling him old,joe biden,0
3367,"darkness cannot drive out darkness only light can do that . it is time for us to end the darkness cast over this country . open your hearts , eyes , ears and mouths and vote democrat . biden vote biden to unite america joe biden",joe biden,1
3368,"we reply voting blue , but we strongly suggest joe biden lose his marijuana madness positions on cannabis . the democrats vote",joe biden,1
3369,"mitchell reports laughing my butt off . really ? biden is slip & amp it is murder ! oh crap , kill me ! i do it maybe 10 times a day ! that is why you get a dog or cat ! unconditional listening",joe biden,0
3370,bidens role in a tragic past & limited growth in sensitive areas . lock the is . oh . b . is up joe biden and the era of mass incarceration via ny times democrats 2020,joe biden,0
3371,"joe biden senior adviser we don need white people leading the democratic party laughing out loud , so they want to elect an old white dude president ? all this racism , hate and . . .",joe biden,1
3372,"democrats really think they can stop tornadoes , floods , hurricanes , forest fires , hot days , excessive snowfall , gun violence , murder , old age , cancer joe biden will cure cancer for your vote melting ice and all forms of pollution yet they cannot figure out how to create jobs",joe biden,1
3373,"please joe , you have to testify . i d love to hear the stories of real corruption from the previous administration that you will tell us .",joe biden,1
3374,"i am not well versed on how many african american female judges there are currently who would be extraordinary justices . so while i don disagree with you i think there may be current judges who are more deserving ? lets get biden elected first , deal ?",joe biden,0
3375,happy thanksgiving to you vice president joe biden and also to your loved ones .,joe biden,1
3376,biden on war should not have combat troops in afghanistan dem debates dem be bate democratic debate democratic debates presidential debates,joe biden,1
3377,"when joe biden starts rambling and then says look . . . and then pauses , hes getting ready to not answer the question asked . dem debate",joe biden,0
3378,"the president , whom prides himself on his petty nicknames , saw his possible opponent , whom has a long public history of being handsy and creepy with women and thought to call him sleepy . sleepy goddamn joe . monday motivation biden creepy nothing works",joe biden,0
3379,worst school shooting in us history happened on obama / biden watch in 2012,joe biden,0
3380,"he surely did , and he surely deserved it . joe biden had me in a puddle of tears . a beautiful tribute .",joe biden,1
3381,your comments about joe biden on pre debate program smack of ageism . whats wrong with being old ?,joe biden,1
3382,Instant Message not surprised that biden is doing so well with black voters because the moment he launch my father in law a union guy said he will vote for him . blue wave 2020,joe biden,1
3383,"joe biden sen warren sen schumer sen bill nelson ted lieu rep maxine waters be too rourke chris cuomo don lemon fareed zakaria geraldo river a michael aven at ti the first is , he did not stand a chance in the democratic party . nationalism needs a host to thrive on like parasites .",joe biden,1
3384,"that mug is one of the saddest things i have ever seen . proof that liberals can t meme . keep defending creepy joe biden . why know , the guy who complimented a 14 year old girl on the size of her breasts .",joe biden,0
3385,". joe biden i think you are watching tonight dem debate . you know what would be awesome ? if you talked about hiv , immigration end family separation , especially based on hiv status .",joe biden,1
3386,joe biden how do you explain all these videos that show you making children very uncomfortable ?,joe biden,0
3387,"do it malarkey joe , do it ! ! tell people you denial of normal t think their health is important to you . tell people you care more about lobbyist money than their family is medical needs . tell people who you are , joe ! do it ! ! medicare for all",joe biden,0
3388,i want a woman president so bad but joe biden ass in the way democratic debate,joe biden,0
3389,. joe biden says no man has a right to put a hand on a woman without her knowing consent election 2020 cc lucy flores,joe biden,1
3390,. . . otherwise this would have gone on quietly and never been heard about unless they found something to indict biden to ukraine corruption in which case it would be right and just for the public to know about it,joe biden,0
3391,"joe biden is a typical democrat always trying to rewrite history , the obama administration was the worse since jimmy carter joe biden admits a lot of people were left behind during the obama years",joe biden,0
3392,uncle joe biden i mailed a packet to aunt nancy pelosi nancy pelosi it has the motives in the packet from theft of living wills & amp inventions yes i am still interested in selling the identity theft invention the business deal has to be done with me & amp paystar the board of directors,joe biden,0
3393,"hes grown so accustomed to the media suppressing the truth about him , he cant understand why they are allowing it now . hint , you are not the democrat golden child anymore joe . youre an inconvenience they no longer need .",joe biden,0
3394,"he didnt listen to my tweet . i told him straight out to back off of women & children . he doesnt even stop when they pull away from him & some kids are crying ! what do they have to do knee him in the balls ? ? ? biden f**k you , you sexual predator ! ! ! does that get through now ? ? ?",joe biden,0
3395,"thank you joe biden for being a voice , a beacon , hope for so many . v awa",joe biden,1
3396,when biden officially lost me was when he said marijuana should just be a misdemeanor . it should be legal and off the controlled substance list . for sooo many reasons twitter does t have enough characters democratic debate,joe biden,0
3397,"for one thing politically inept . biden should jump at the chance to grandstand & amp holler at the gop in front of the cameras . old biden would have , but maybe the campaign is rightly afraid he cant keep up & amp the confused anecdotes / ramblings will sink him .",joe biden,0
3398,"actually , it was more than her hair . he proceeded to plant a big slow kiss on the back of my head . would you be okay with joe biden planting big slow kisses on the back of your head ? normalizing sexual harassment is not helping you or joe biden . biden assault no biden",joe biden,0
3399,"meanwhile , bloombergs aides have continued asking around for intelligence on what biden will do , believing theres likely only room in the race for one of them . michael bloomberg joe biden",joe biden,0
3400,"no , we can t have ol biden in the white house , we need somebody innovative , young and strong , somebody truly capable of pulling the country out of it is 19 th century pattern of thinking .",joe biden,0
3401,"adult women one thing , children something much worse . there is dozens of see span videos of biden as vp fondling and inappropriatley touching young girls during congressional swearing in ceremonies . he is sick and won t be able to control himself for long stretches .",joe biden,0
3402,"we democrats and we independents have to choose hope over fear , unity over division , and maybe most importantly , truth over lies joe biden says to huge applause at rally in pittsburgh election 2020",joe biden,1
3403,"wait wait wait . . . . you all mother fuckers were saying joe biden ? this whole time i think we were talking about broadcaster , cultural critic and media personality joe budd en ! shit ! ! ! ! no i will not support that handsy neo lib biden ! joe budden you are still cool though , brother .",joe biden,0
3404,"joe biden real james woods yes , he is a tired old fart . but his mouth offers more fun than the clown car at the circus comparison of joe to a circus it intentional .",joe biden,0
3405,"why did you endorse andrew cuomo ? he takes campaign donations to drop charges against rich criminals like weinstein . get right or get out , joe .",joe biden,0
3406,"i am proud of the biden foundation , ymca & amp joe biden for working on this very important issue .",joe biden,1
3407,are they the ones joe biden talked about putting back in chains or the indians that own 7 elevens ? hes been yelling and doing nothing but playing politics for over 25 years .,joe biden,1
3408,well joe cant get the words right and they usually come before actions,joe biden,0
3409,replace this clip of biden with a clip of hillary talking about carrying hot sauce with her everywhere she goes on a radio interview . . . same damn thing .,joe biden,0
3410,"Instant Message team joe , & amp i don particularly have an issue with what he said , more with how he said it . i don smoke , never have , so i don have a in this fight . the gateway drug excuse is lazy . if states want to legalize pot , okay . the fed govt should just let the states do their thing .",joe biden,1
3411,joe biden has always been a hypocrite as well as a extremely corrupt lying snake ! if you are looking for deep state or a swamp critter . . . look no further than good oh joe !,joe biden,0
3412,we denial of normal t consider healthcare for all and a living wage to be malarkey joe . good talk .,joe biden,0
3413,what 74 former biden staffers think about tara reades allegations pbs newshour,joe biden,0
3414,i was in iowa for chris dodd and joe biden did the same,joe biden,1
3415,you tweeted like too days ago that you get creeped out by men walking behind you and appreciate it when they cross the street and you d have no problem with biden rubbing your shoulders and smelling your hair ?,joe biden,0
3416,you got me . ill vote blue no matter who but Instant Message confused about all this interest in biden .,joe biden,1
3417,joe biden said he would pick a woman as his running mate . here is who could be on his list cnnpolitics joe biden presidential primary 2020 race democrat vp runningmate woman female vp cnn,joe biden,1
